song,performer,track_duration_s,danceability,valence,date,rank,peak_rank,weeks_on_board,key_sign,energy,loudness,speechiness,acousticness,instrumentalness,liveness
1 Night,Lil Yachty,243.269,0.762,0.375,20201217,75,49,17,C major,0.476,-12.686,0.114,0.366,0.0,0.103
1 Thing,Amerie,238.76,0.612,0.867,20200319,46,45,6,A# minor,0.961,-3.078,0.333,0.107,4.17e-05,0.0413
"1, 2 Many",Luke Combs & Brooks & Dunn,180.906,0.54,0.685,20200928,97,97,1,F# major,0.821,-3.789,0.0875,0.0397,0.0,0.423
"1, 2 Step",Ciara Featuring Missy Elliott,203.786,0.944,0.842,20200514,30,2,29,F minor,0.511,-10.96,0.161,0.042,0.00107,0.0379
"1, 2, 3, 4 (Sumpin' New)",Coolio,214.306,0.91,0.7,20190309,68,68,1,C# minor,0.681,-9.639,0.153,0.288,0.00477,0.372
"1, 2, 3, 4",Plain White T's,198.36,0.458,0.56,20200620,47,34,20,D major,0.55,-7.092,0.0262,0.566,1.39e-05,0.108
1+1,Beyonce,273.88,0.303,0.261,20200611,57,57,1,F# major,0.384,-7.342,0.0339,0.381,5.14e-06,0.0661
10 Bands,Drake,177.733,0.835,0.87,20200516,92,58,12,G major,0.756,-3.789,0.382,0.23,0.0,0.0801
10 Freaky Girls,Metro Boomin Featuring 21 Savage,208.293,0.81,0.0727,20201201,63,42,3,F# minor,0.353,-9.931,0.31,0.588,0.0,0.102
10 Little Bottles,Johnny Bond,245.506,0.451,0.582,20190313,96,96,1,G major,0.467,-8.304,0.212,0.898,0.0,0.971
100 Grandkids,Mac Miller,278.506,0.735,0.373,20200829,100,100,1,A# minor,0.749,-3.766,0.0874,0.371,0.0,0.47
100 Years,Five For Fighting,244.6,0.643,0.275,20200320,45,45,6,G major,0.569,-7.459,0.0276,0.544,2.17e-05,0.178
100 Years,Five For Fighting,244.6,0.643,0.275,20200320,45,45,6,G major,0.478,-10.247,0.0287,0.54,1.81e-05,0.123
100% Pure Love,Crystal Waters,278.626,0.813,0.737,20191008,11,11,20,F minor,0.711,-7.375,0.0477,0.0888,0.00876,0.0585
1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,175.954,0.825,0.568,20201124,55,55,1,F# minor,0.572,-6.067,0.0864,0.0079,0.0,0.113
16 Candles,The Crests,172.46,0.591,0.627,20190323,21,2,18,A# major,0.472,-4.906,0.0261,0.733,0.0,0.0987
17 Again,Brantley Gilbert,239.773,0.432,0.67,20200524,90,90,1,C# major,0.872,-4.911,0.0358,0.0108,1.14e-05,0.372
18 And Life,Skid Row,229.96,0.466,0.305,20191118,100,4,20,C# minor,0.648,-11.101,0.028,0.0023,1.49e-05,0.112
18 Yellow Roses,Bobby Darin,139.64,0.59,0.772,20190706,26,10,9,E major,0.466,-12.161,0.0306,0.662,1.8e-06,0.163
19 Somethin',Mark Wills,200.466,0.588,0.818,20200208,23,23,12,E major,0.813,-5.042,0.076,0.184,0.0,0.0783
19 You + Me,Dan + Shay,217.406,0.493,0.451,20200201,81,81,3,F# major,0.67,-5.131,0.0298,0.319,0.0,0.102
1900 Yesterday,Liz Damon's Orient Express,177.693,0.607,0.402,20190102,74,74,2,G# major,0.238,-17.222,0.0268,0.901,0.0014,0.117
1942 Flows,Meek Mill,282.666,0.63,0.266,20200812,83,83,1,D major,0.628,-4.016,0.327,0.0515,0.0,0.091
1985 (Intro To The Fall Off),J. Cole,190.176,0.678,0.635,20200512,79,20,2,D major,0.648,-5.892,0.445,0.147,0.0,0.182
19th Nervous Breakdown,The Rolling Stones,236.4,0.493,0.825,20190423,14,2,9,E major,0.824,-7.154,0.0394,0.0162,0.0856,0.258
1st Of Tha Month,Bone Thugs-N-Harmony,314.68,0.729,0.508,20190826,53,53,1,F minor,0.581,-8.235,0.18,0.0777,3.81e-06,0.696
1st Time,Yung Joc Featuring Marques Houston & Trey Songz,267.626,0.686,0.778,20200317,90,90,3,F# major,0.603,-6.112,0.202,0.0981,0.0,0.102
2 Become 1,Spice Girls,241.026,0.646,0.7,20190913,5,4,5,F# major,0.665,-7.878,0.0268,0.326,1.97e-05,0.238
2 Much,Justin Bieber,152.796,0.583,0.167,20200403,68,68,1,A major,0.444,-8.601,0.0456,0.593,0.0,0.353
2 On,Tinashe Featuring ScHoolboy Q,227.0,0.742,0.431,20201004,34,24,20,A major,0.595,-7.51,0.107,0.15,0.0,0.111
2 Phones,Kevin Gates,240.0,0.895,0.554,20200213,67,62,4,G minor,0.681,-5.267,0.358,0.157,0.0,0.189
2 Reasons,Trey Songz Featuring T.I.,197.626,0.734,0.539,20200922,51,43,10,B major,0.746,-5.088,0.0762,0.00135,0.0,0.178
2 Step,Unk,322.933,0.721,0.643,20200428,29,29,10,A minor,0.72,-6.145,0.192,0.0564,0.0,0.173
2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,222.2,0.718,0.538,20201016,33,33,9,C major,0.801,-2.581,0.0386,0.226,0.0,0.39
21 Guns,Green Day,321.093,0.268,0.416,20201024,51,22,16,F major,0.742,-4.939,0.0355,0.0518,0.0,0.626
21 Questions,50 Cent Featuring Nate Dogg,224.426,0.547,0.919,20200322,74,74,1,F# minor,0.807,-4.083,0.36,0.388,9.11e-05,0.0436
223's,YNW Melly & 9lokknine,176.64,0.932,0.695,20201214,74,34,13,C minor,0.547,-7.787,0.333,0.0388,0.0,0.0924
24's,T.I.,282.906,0.739,0.582,20200906,82,82,6,F# major,0.725,-4.301,0.203,0.227,0.0,0.0991
24 Hours,TeeFLii Featuring 2 Chainz,215.986,0.833,0.399,20201018,90,85,6,C# major,0.638,-9.119,0.0441,0.0392,4.83e-06,0.173
24K Magic,Bruno Mars,225.983,0.818,0.632,20200318,18,4,21,C# major,0.803,-4.282,0.0797,0.034,0.0,0.153
25 Or 6 To 4,Chicago,289.8,0.604,0.723,20190927,48,4,16,E minor,0.905,-7.059,0.0578,0.309,0.0632,0.0837
25 To Life,Eminem,241.586,0.701,0.362,20200710,92,92,1,G# minor,0.931,-0.945,0.243,0.239,0.0,0.194
26 Cents,The Wilkinsons,231.4,0.641,0.317,20191031,61,55,14,B major,0.462,-7.99,0.0265,0.65,0.0,0.159
2U,David Guetta Featuring Justin Bieber,194.906,0.542,0.563,20200909,73,16,11,G# minor,0.654,-5.862,0.0537,0.23,0.0,0.241
3 A.M. Eternal,The KLF,347.218,0.616,0.756,20191019,71,5,18,A minor,0.894,-12.781,0.0555,0.000764,0.155,0.924
3 Headed Snake,Gunna Featuring Young Thug,241.995,0.914,0.646,20200309,74,74,1,F# major,0.415,-10.708,0.464,0.0536,0.0,0.131
3 Little Words,Nu Flavor,256.306,0.709,0.256,20200715,99,89,7,B minor,0.469,-7.083,0.0278,0.504,0.0,0.045
3 Peat,Lil Wayne,199.426,0.616,0.47,20200628,66,66,1,F# minor,0.632,-7.562,0.386,0.00114,0.0,0.0844
30 For 30 Freestyle,Drake,253.934,0.707,0.317,20201010,88,88,1,E minor,0.619,-9.143,0.409,0.671,0.0,0.123
3000 Miles,Brian Hyland,161.333,0.548,0.722,20190416,99,99,1,C major,0.659,-9.837,0.0491,0.71,0.0,0.305
31 Days,Future,240.682,0.875,0.788,20200721,65,65,1,C# major,0.644,-6.554,0.222,0.267,0.0,0.125
31 Flavors,The Shirelles,118.333,0.662,0.92,20191102,97,97,1,C major,0.671,-3.045,0.0294,0.304,0.0,0.341
32 Flavors,Alana Davis,227.306,0.659,0.402,20190221,51,37,12,D major,0.702,-9.255,0.0308,0.11,0.000136,0.365
34+35,Ariana Grande,173.71,0.83,0.485,20200403,11,2,21,C major,0.585,-6.476,0.094,0.237,0.0,0.248
34+35,Ariana Grande,173.71,0.83,0.485,20200403,11,2,21,C major,0.662,-5.766,0.304,0.205,0.0,0.227
360 Degrees (What Goes Around),Grand Puba,240.866,0.959,0.766,20191121,76,76,6,F# major,0.75,-7.732,0.171,0.0277,0.0,0.0713
3rd Man Theme,Herb Alpert & The Tijuana Brass,153.973,0.553,0.768,20191016,67,47,6,E minor,0.677,-10.831,0.0712,0.423,0.962,0.185
4 - By The Beatles,The Beatles,305.973,0.527,0.73,20190327,68,68,5,C major,0.522,-10.614,0.0259,0.717,0.000595,0.142
4 Ever,Lil' Mo Featuring Fabolous,222.946,0.683,0.764,20200524,48,48,10,F# major,0.657,-10.668,0.099,0.0279,4.49e-05,0.367
4 In The Morning,Gwen Stefani,291.106,0.709,0.456,20200630,61,61,4,A# major,0.822,-6.178,0.0341,0.194,0.000153,0.119
4 Minutes,Avant,240.32,0.825,0.607,20200325,94,94,1,A# major,0.6,-5.378,0.162,0.091,0.0,0.123
4 Minutes,Avant,240.32,0.825,0.607,20200325,94,94,1,A# major,0.942,-3.096,0.0518,0.0052,0.000167,0.0764
4 Minutes,Avant,240.32,0.825,0.607,20200325,94,94,1,A# major,0.931,-4.922,0.0652,0.00994,0.00696,0.234
4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,261.266,0.461,0.511,20201212,90,90,1,C# major,0.624,-6.909,0.278,0.0546,0.0,0.303
4 Seasons Of Loneliness,Boyz II Men,292.4,0.583,0.191,20191004,1,1,2,F# major,0.488,-10.494,0.0444,0.821,1.71e-05,0.115
4 Your Eyez Only,J. Cole,530.253,0.704,0.494,20201231,29,29,1,B minor,0.481,-10.493,0.363,0.378,7.09e-05,0.0874
"4, 5, 6",Sole Featuring JT Money & Kandi,255.76,0.82,0.762,20191204,41,41,6,B minor,0.664,-4.308,0.0683,0.0485,0.0,0.0539
44 Bulldog,Pop Smoke,150.857,0.8,0.318,20200718,39,39,1,G# major,0.564,-5.817,0.4,0.0287,1.65e-06,0.112
44 More,Logic,188.6,0.829,0.233,20200310,22,22,1,C# major,0.589,-7.055,0.202,0.0635,0.0,0.113
442 Glenwood Avenue,The Pixies Three,134.64,0.674,0.961,20190215,65,65,5,C major,0.584,-12.91,0.0367,0.723,0.0,0.0719
444+222,Lil Uzi Vert,247.347,0.791,0.481,20200930,100,60,3,A# minor,0.513,-6.568,0.269,0.0235,2.83e-05,0.101
4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,153.351,0.765,0.734,20200623,42,42,1,C# major,0.542,-6.755,0.39,0.278,1.87e-05,0.609
5 D (Fifth Dimension),The Byrds,154.64,0.212,0.52,20190716,74,74,1,D major,0.518,-11.186,0.042,0.667,0.0,0.341
5 Miles To Empty,Brownstone,225.933,0.671,0.803,20190621,39,39,6,D# minor,0.733,-10.884,0.0283,5.01e-05,0.858,0.0745
5 O'Clock,Nonchalant,302.64,0.731,0.8,20190504,24,24,10,A# minor,0.758,-8.322,0.116,0.112,1.64e-06,0.0987
5 O'Clock,Nonchalant,302.64,0.731,0.8,20190504,24,24,10,A# minor,0.882,-1.958,0.334,0.168,0.0,0.124
5 Star,Yo Gotti,247.44,0.715,0.636,20201128,79,79,1,A major,0.809,-5.598,0.205,0.0607,0.0,0.352
5% Tint,Travis Scott,196.138,0.712,0.062,20200825,89,36,2,E minor,0.481,-5.415,0.0487,0.173,0.0,0.241
50 Ways To Leave Your Lover,Paul Simon,217.346,0.815,0.293,20190103,34,34,3,G major,0.372,-12.814,0.0752,0.166,0.000116,0.0767
50 Ways To Say Goodbye,Train,247.946,0.591,0.736,20200922,31,31,9,F# major,0.935,-2.664,0.0478,0.000284,0.000278,0.142
500 Miles Away From Home,Bobby Bare,162.56,0.501,0.551,20191123,14,10,8,G major,0.429,-10.803,0.0293,0.669,0.0,0.539
500 Miles,Hooters,262.06,0.534,0.67,20191209,99,99,1,G minor,0.732,-7.29,0.0404,0.548,4.91e-05,0.0845
57 Channels (And Nothin' On),Bruce Springsteen,145.466,0.894,0.64,20190620,78,78,1,G major,0.316,-18.975,0.0978,0.608,0.0153,0.111
6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,248.586,0.365,0.604,20200402,28,9,14,D major,0.751,-5.429,0.304,0.000707,0.0,0.318
6 God,Drake,180.666,0.857,0.477,20200307,83,83,1,D major,0.639,-8.622,0.128,0.0239,0.0,0.121
6 Inch,Beyonce Featuring The Weeknd,260.44,0.516,0.324,20200514,18,18,1,F# major,0.637,-8.832,0.0632,0.0433,3.89e-06,0.11
6 Kiss,Trippie Redd Featuring Juice WRLD & YNW Melly,199.436,0.687,0.229,20201228,100,60,4,D major,0.449,-10.061,0.154,0.109,0.0,0.282
6 Man,Drake,167.653,0.798,0.368,20200307,97,97,1,G# major,0.529,-9.288,0.482,0.227,0.0,0.114
6 Minutes Of Pleasure,LL Cool J,274.053,0.596,0.89,20190921,100,95,2,A# minor,0.671,-10.859,0.15,0.0148,0.221,0.109
6 Underground,Sneaker Pimps,228.84,0.587,0.402,20190510,94,94,2,C# minor,0.687,-8.635,0.0509,0.0281,0.14,0.121
7 And 7 Is,Love,139.16,0.453,0.55,20190910,38,38,7,A minor,0.788,-9.23,0.0341,0.00438,0.000121,0.131
7 Days,Craig David,235.133,0.659,0.888,20200406,32,10,18,E minor,0.812,-7.499,0.0487,0.23,0.0,0.0951
7 Rings,Ariana Grande,178.626,0.778,0.327,20200727,30,1,26,C# minor,0.317,-10.732,0.334,0.592,0.0,0.0881
7 Rooms Of Gloom,Four Tops,154.573,0.452,0.874,20190527,50,50,2,D# minor,0.694,-8.552,0.0399,0.246,0.0,0.267
7 Seconds,Youssou N'Dour & Neneh Cherry,305.773,0.68,0.509,20191015,98,98,2,C# minor,0.702,-9.621,0.0267,0.0838,1.79e-06,0.326
7 Summers,Morgan Wallen,210.506,0.466,0.571,20201212,76,6,16,C major,0.786,-5.13,0.0328,0.417,6.1e-05,0.125
7 Things,Miley Cyrus,213.453,0.599,0.591,20200823,33,9,10,C# minor,0.893,-4.404,0.0376,0.018,0.0,0.0772
7 Years,Lukas Graham,237.3,0.765,0.34,20200326,5,5,8,A# major,0.473,-5.829,0.0514,0.287,0.0,0.391
8 Out Of 10,Drake,195.72,0.529,0.311,20200714,21,21,1,D major,0.69,-7.87,0.74,0.161,0.0,0.498
8 X 10,Bill Anderson,167.44,0.4,0.507,20190831,72,72,2,F major,0.235,-17.508,0.0455,0.232,4.04e-05,0.348
80s Mercedes,Maren Morris,211.767,0.485,0.659,20201203,90,90,5,A major,0.834,-5.413,0.0715,0.0665,0.0,0.28
8th Of November,Big & Rich,298.24,0.259,0.284,20200722,95,95,1,D major,0.729,-2.665,0.0418,0.117,0.0,0.438
8th Wonder,Sugarhill Gang,446.506,0.871,0.675,20190214,96,96,2,C# major,0.937,-8.536,0.195,0.298,0.0,0.634
8th World Wonder,Kimberley Locke,240.733,0.537,0.295,20200703,90,49,15,G major,0.758,-4.065,0.0249,0.0103,0.0,0.131
9 Piece,Rick Ross Featuring Lil Wayne Or T.I.,239.986,0.684,0.179,20200604,86,61,2,B major,0.647,-6.777,0.285,0.00266,0.0,0.309
9 To 5,Dolly Parton,162.466,0.554,0.813,20190207,4,4,11,F# major,0.783,-5.852,0.0457,0.416,1.54e-06,0.631
92 Explorer,Post Malone,211.426,0.802,0.877,20200526,98,40,3,G minor,0.743,-4.82,0.0474,0.269,1.36e-06,0.121
93 'til Infinity,Souls Of Mischief,286.44,0.59,0.688,20190101,85,72,8,C# major,0.672,-11.792,0.412,0.125,1.04e-06,0.147
96 Tears,? (Question Mark) & The Mysterians,176.866,0.65,0.882,20191203,18,1,14,G major,0.562,-5.965,0.0345,0.0624,3.21e-05,0.076
96 Tears,? (Question Mark) & The Mysterians,176.866,0.65,0.882,20191203,18,1,14,G major,0.851,-5.385,0.0506,0.0236,0.0309,0.055
96 Tears,? (Question Mark) & The Mysterians,176.866,0.65,0.882,20191203,18,1,14,G major,0.645,-11.395,0.0307,0.000527,0.00201,0.0914
99 Luftballons,Nena,232.466,0.575,0.504,20191210,74,74,1,E major,0.555,-7.495,0.0453,0.103,1.3e-06,0.111
99 Problems,JAY-Z,234.626,0.547,0.51,20200605,55,55,5,C# minor,0.951,-4.079,0.151,0.00272,1.14e-05,0.0862
99 Problems,JAY-Z,234.626,0.547,0.51,20200605,55,55,5,C# minor,0.81,-4.115,0.0593,0.0222,0.0,0.206
99 Worlds,Peter Wolf,216.106,0.671,0.911,20190407,91,78,4,C major,0.917,-10.351,0.0397,0.231,2.67e-05,0.676
992 Arguments,The O'Jays,366.373,0.627,0.798,20191202,58,58,4,F minor,0.804,-11.43,0.0446,0.0107,5.1e-05,0.164
A Bay Bay,Hurricane Chris,257.12,0.577,0.702,20200908,14,7,12,F# major,0.668,-4.884,0.514,0.105,0.0,0.0924
A Beautiful Morning,The Rascals,151.8,0.503,0.8,20190601,3,3,8,F minor,0.484,-12.833,0.0311,0.399,0.0,0.345
A Beautiful Story,Sonny & Cher,172.8,0.474,0.602,20190513,58,58,3,G major,0.328,-10.766,0.0338,0.737,0.0,0.128
A Better Love,Londonbeat,240.4,0.626,0.749,20190629,21,21,8,A major,0.603,-14.718,0.0338,0.107,9.84e-05,0.34
A Bitter End,Deryl Dodd,218.979,0.595,0.25,20190102,97,97,1,A major,0.418,-8.092,0.0308,0.568,1.27e-05,0.116
A Boy Is A Gun,"Tyler, The Creator",210.253,0.417,0.505,20200601,74,74,1,D minor,0.689,-8.302,0.178,0.575,0.0,0.496
A Boy Named Sue,Johnny Cash,233.813,0.63,0.796,20191011,22,2,12,A# major,0.489,-12.144,0.18,0.77,0.0,0.381
A Boy Without A Girl,Frankie Avalon,117.093,0.474,0.361,20190622,21,21,5,E major,0.22,-14.031,0.0262,0.749,6.08e-06,0.154
A Brand New Me,Dusty Springfield,177.133,0.399,0.306,20191122,50,50,3,G major,0.285,-11.61,0.0295,0.936,1.06e-05,0.373
A Breath Taking Guy,The Supremes,146.56,0.604,0.8,20190907,75,75,7,D major,0.529,-7.491,0.0335,0.899,0.0,0.166
A Case Of You,James Wolpert,232.66,0.613,0.502,20201123,72,72,1,G# major,0.229,-9.5,0.03,0.839,0.0,0.0997
A Certain Girl,Ernie K-Doe,165.826,0.81,0.955,20191113,95,95,1,C# major,0.712,-9.166,0.0398,0.653,0.0,0.214
A Certain Girl,Ernie K-Doe,165.826,0.81,0.955,20191113,95,95,1,C# major,0.726,-12.987,0.0427,0.322,0.0,0.293
A Certain Smile,Johnny Mathis,168.293,0.233,0.218,20190825,34,22,4,F major,0.337,-10.031,0.0307,0.854,1.53e-06,0.274
A Closer Walk,Pete Fountain,375.56,0.544,0.193,20190314,93,93,3,A minor,0.246,-15.127,0.0406,0.824,0.863,0.32
A Corner In The Sun,Walter Jackson,140.8,0.417,0.513,20191126,83,83,4,G major,0.469,-10.513,0.0342,0.74,1.59e-05,0.181
A Cottage For Sale,Little Willie John,175.44,0.339,0.415,20190509,95,95,1,F major,0.329,-12.323,0.0303,0.575,1.44e-06,0.26
A Cowboys Work Is Never Done,Sonny & Cher,194.733,0.605,0.597,20190325,19,19,5,G# major,0.321,-14.102,0.0362,0.552,1.26e-05,0.34
A Day In My Life (Without You),Lisette Melendez,235.04,0.606,0.789,20190125,85,49,18,F# minor,0.947,-4.446,0.0371,0.000874,0.314,0.0514
A Day In The Life Of A Fool,Jack Jones,141.8,0.253,0.219,20191029,85,85,1,A# minor,0.235,-12.934,0.0301,0.813,0.0754,0.114
A Different Corner,George Michael,243.533,0.266,0.15,20190809,94,7,16,F# major,0.287,-10.34,0.0333,0.857,0.00898,0.105
A Different World,Bucky Covington,208.573,0.62,0.464,20200609,90,63,6,A major,0.686,-5.027,0.0276,0.0327,0.0,0.101
A Dollar Down,The Limeliters,158.093,0.492,0.901,20190501,60,60,2,C major,0.483,-13.851,0.197,0.595,5.6e-06,0.0454
A Dose Of Rock 'N' Roll,Ringo Starr,203.906,0.542,0.96,20191002,58,58,1,G# major,0.503,-13.868,0.034,0.223,0.00128,0.29
A Dream Goes On Forever,Todd Rundgren,145.16,0.602,0.815,20190511,78,69,6,C major,0.375,-12.308,0.0329,0.114,1.86e-06,0.0815
A Dreams A Dream,Soul II Soul,338.866,0.711,0.544,20190721,86,85,4,F# minor,0.652,-13.49,0.0447,0.0269,0.00335,0.0565
A Face In The Crowd,Tom Petty,239.306,0.699,0.755,20190317,54,54,3,E minor,0.61,-13.372,0.0272,0.11,0.00188,0.06
A Feelin' Like That,Gary Allan,210.64,0.57,0.487,20200505,94,94,1,G# major,0.817,-8.35,0.0415,0.000502,1.29e-05,0.0844
A Few Questions,Clay Walker,224.258,0.586,0.115,20201011,55,55,10,G major,0.247,-13.624,0.0284,0.413,0.0063,0.0905
A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,182.533,0.688,0.784,20191106,19,1,24,C minor,0.506,-13.311,0.0408,0.316,0.69,0.0611
A Fine Fine Boy,Darlene Love,165.746,0.375,0.467,20191102,63,63,3,E minor,0.776,-6.035,0.0555,0.173,3.35e-06,0.155
A Fine Fine Day,Tony Carey,265.6,0.639,0.754,20190421,28,28,8,G# major,0.579,-9.326,0.0342,0.0591,0.00394,0.769
A Fool In Love,Ike & Tina Turner,160.626,0.615,0.788,20191121,62,27,13,G major,0.479,-8.429,0.0644,0.588,0.000277,0.272
A Fool Never Learns,Andy Williams,121.786,0.542,0.755,20190307,20,13,9,F major,0.706,-9.038,0.0318,0.778,1.21e-05,0.363
A Fool Such As I,Bob Dylan,163.053,0.563,0.687,20191229,69,69,3,G major,0.857,-7.618,0.0604,0.165,1.83e-05,0.134
A Girl's Work Is Never Done,The Chordettes,136.56,0.642,0.97,20190824,93,93,2,D# major,0.975,-4.288,0.262,0.771,0.000382,0.0969
A Girl Has To Know,The G-Clefs,158.014,0.486,0.492,20190331,81,81,4,D# major,0.129,-18.138,0.0367,0.802,0.0,0.19
A Girl In Trouble (Is A Temporary Thing),Romeo Void,257.333,0.683,0.879,20190922,53,53,4,C minor,0.722,-11.77,0.0322,0.117,0.392,0.158
A Girl Like You,Easton Corbin,217.84,0.74,0.834,20200217,98,98,1,F major,0.777,-4.405,0.0329,0.0178,1.27e-06,0.0665
A Girl Like You,Easton Corbin,217.84,0.74,0.834,20200217,98,98,1,F major,0.828,-9.344,0.0283,0.0892,0.0,0.0575
A Girl Like You,Easton Corbin,217.84,0.74,0.834,20200217,98,98,1,F major,0.548,-8.613,0.0462,0.637,0.0,0.0925
A Good Day To Run,Darryl Worley,188.573,0.59,0.679,20200303,77,76,7,F# major,0.773,-5.183,0.0286,0.221,5.49e-05,0.102
A Good Heart,Feargal Sharkey,281.8,0.653,0.762,20190322,86,86,2,A# major,0.884,-10.224,0.0444,0.417,0.0,0.318
A Great Big Sled,The Killers Featuring Toni Halliday,258.922,0.531,0.321,20200106,88,54,2,C major,0.869,-3.832,0.0646,0.00174,0.0,0.174
A Groovy Kind Of Love,The Mindbenders,121.003,0.444,0.484,20190611,5,2,9,B minor,0.502,-13.791,0.031,0.472,1.9e-05,0.115
A Guy Walks Into A Bar,Tyler Farr,196.0,0.428,0.431,20200314,82,82,9,C major,0.78,-3.472,0.0373,0.083,0.0,0.115
A Guy With A Girl,Blake Shelton,189.466,0.552,0.777,20200204,51,51,10,C major,0.893,-4.593,0.0383,0.0158,0.0,0.105
A Hard Day's Night,Ramsey Lewis Trio,303.466,0.734,0.926,20190122,58,58,1,D major,0.519,-14.332,0.0354,0.139,0.00486,0.695
A Hard Day's Night,Ramsey Lewis Trio,303.466,0.734,0.926,20190122,58,58,1,D major,0.805,-6.481,0.0371,0.137,0.0,0.0996
A Hazy Shade Of Winter,Simon & Garfunkel,137.48,0.497,0.969,20191224,28,13,8,D minor,0.59,-11.203,0.0296,0.139,7.11e-06,0.378
A Heart In New York,Art Garfunkel,191.8,0.435,0.429,20190815,73,73,2,D minor,0.207,-18.939,0.034,0.831,0.00478,0.306
A Holly Jolly Christmas,Burl Ives,135.533,0.683,0.888,20201208,26,26,6,C major,0.375,-13.056,0.0303,0.579,0.0,0.076
A Holly Jolly Christmas,Burl Ives,135.533,0.683,0.888,20201208,26,26,6,C major,0.37,-12.937,0.0309,0.616,0.0,0.0781
A Horse With No Name,America,252.239,0.654,0.831,20190318,2,2,5,B minor,0.506,-17.18,0.0535,0.686,0.0155,0.155
A House Is Not A Home,Brook Benton,181.0,0.362,0.306,20190718,94,94,1,G# major,0.295,-15.692,0.0362,0.811,0.000314,0.0986
A House Is Not A Home,Brook Benton,181.0,0.362,0.306,20190718,94,94,1,G# major,0.225,-13.69,0.033,0.902,3.04e-05,0.154
A House Is Not A Home,Brook Benton,181.0,0.362,0.306,20190718,94,94,1,G# major,0.354,-6.133,0.0318,0.728,0.0,0.123
"A House, A Car And A Wedding Ring",Dale Hawkins,131.239,0.489,0.366,20191208,89,88,4,C major,0.252,-12.149,0.0348,0.743,2.32e-06,0.22
A Hundred Pounds Of Clay,Gene McDaniels,142.026,0.684,0.824,20190501,4,4,7,C major,0.389,-10.933,0.035,0.604,0.0,0.369
A Hurricane Is Coming Tonite,Carol Douglas,239.666,0.646,0.973,20190419,81,81,2,C# minor,0.769,-12.64,0.0308,0.0201,0.147,0.0707
A Kind Of Magic,Queen,264.253,0.673,0.688,20190705,63,63,3,A major,0.783,-5.79,0.0364,0.0203,0.00153,0.19
A La Primera Persona,Alejandro Sanz,301.933,0.615,0.259,20201125,100,100,1,G# major,0.676,-5.154,0.0715,0.485,0.0,0.0634
A Lesson In Leavin',Dottie West,180.773,0.767,0.964,20190405,95,73,5,B major,0.476,-8.881,0.322,0.27,0.0,0.0619
A Letter From Betty,Bobby Vee,150.24,0.403,0.823,20190720,85,85,2,F major,0.624,-10.352,0.0496,0.706,0.0,0.684
A Letter To An Angel,Jimmy Clanton,174.614,0.0,0.0,20191027,68,68,2,D# major,0.287,-11.038,0.0,0.876,5.1e-06,0.112
A Letter To Myself,The Chi-lites,335.213,0.512,0.502,20190407,34,34,9,A major,0.477,-10.122,0.0327,0.678,4.06e-05,0.0936
A Letter To The Beatles,The Four Preps,171.693,0.531,0.885,20190328,86,86,2,G major,0.676,-9.942,0.0412,0.73,0.0,0.0993
A Lie,French Montana Featuring The Weeknd & Max B,226.79,0.516,0.524,20200805,75,75,1,C# minor,0.792,-5.38,0.216,0.0235,0.0,0.404
A Life Of Illusion,Joe Walsh,210.533,0.692,0.93,20190711,34,34,8,D major,0.613,-10.735,0.0282,0.0407,0.0652,0.094
A Lifetime Of Loneliness,Jackie DeShannon,157.266,0.406,0.459,20191002,84,84,1,F major,0.338,-6.535,0.026,0.816,6.86e-06,0.115
A Little Bit Like Magic,King Harvest,139.56,0.748,0.965,20190505,98,98,1,G major,0.67,-8.97,0.041,0.415,0.0,0.17
A Little Bit Longer,Jonas Brothers,205.013,0.304,0.279,20200823,11,11,1,C major,0.612,-4.978,0.0337,0.0308,0.0,0.19
"A Little Bit Me, A Little Bit You",The Monkees,168.053,0.609,0.922,20190506,4,2,7,F major,0.818,-4.62,0.0425,0.114,0.316,0.0999
A Little Bit More,Dr. Hook,173.96,0.303,0.472,20191016,15,11,18,G major,0.421,-13.148,0.0353,0.616,0.0,0.314
